Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8790,2.7630,2.7470,2.9410,2.6810,2025-02-18
1 Brunei Dollar,3.3570,3.2590,3.2510,3.4440,3.2370,2025-02-18
1 Canadian Dollar,3.1710,3.0860,3.0740,3.2000,2.9740,2025-02-18
1 Euro,4.7280,4.5750,4.5550,4.7350,4.4220,2025-02-18
1 New Zealand Dollar,2.5920,2.4960,2.4800,2.7770,2.3930,2025-02-18
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-02-18
1 Singapore Dollar,3.3570,3.2590,3.2510,3.4440,3.2370,2025-02-18
1 Sterling Pound,5.6910,5.5120,5.4920,5.7840,5.3230,2025-02-18
1 Swiss Franc,5.0330,4.8210,4.8060,5.0380,4.6100,2025-02-18
100 Bangladesh Taka,3.7850,3.5250,3.3250,N/A,N/A,2025-02-18
100 Danish Krone,64.9700,59.8000,59.6000,N/A,N/A,2025-02-18
100 Hongkong Dollar,58.5200,55.6100,55.4100,58.6400,50.5600,2025-02-18
100 Indian Rupee,5.2700,4.9500,4.7500,N/A,N/A,2025-02-18
100 Indonesian Rupiah,0.0287,0.0260,0.0210,0.0305,0.0230,2025-02-18
100 Japanese Yen,2.9760,2.8810,2.8710,3.1500,2.7200,2025-02-18
100 Norwegian Krone,41.6200,38.2800,38.0800,44.6100,28.6800,2025-02-18
100 Pakistan Rupee,1.6400,1.5400,1.3400,2.4300,1.4000,2025-02-18
100 Philippine Peso,7.8800,7.4300,7.2300,7.8900,7.4100,2025-02-18
100 Saudi Riyal,121.4600,115.3100,115.1100,120.4600,103.9000,2025-02-18
100 South Africa Rand,25.3400,22.8800,22.6800,33.2900,22.5400,2025-02-18
100 Sri Lanka Rupee,1.5600,1.4400,1.2400,1.5300,0.7200,2025-02-18
100 Swedish Krona,43.4200,39.5500,39.3500,N/A,N/A,2025-02-18
100 Thai Baht,13.9600,12.3800,11.9800,13.8700,11.7300,2025-02-18
1 US Dollar,4.5055,4.3715,4.3615,4.5800,4.3470,2025-02-18
100 UAE Dirham,124.0900,117.6800,117.4800,123.7400,115.9400,2025-02-18
100 Qatar Riyal,124.9800,118.6400,118.4400,N/A,N/A,2025-02-18
100 New Taiwan Dollar,N/A,N/A,N/A,14.1600,12.7000,2025-02-18
100 Chinese Renminbi,62.4500,59.8100,N/A,N/A,N/A,2025-02-18
