Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8410,2.7270,2.7110,2.9410,2.6590,2025-01-22
1 Brunei Dollar,3.3270,3.2300,3.2220,3.4440,3.2240,2025-01-22
1 Canadian Dollar,3.1420,3.0590,3.0470,3.1840,2.9590,2025-01-22
1 Euro,4.7010,4.5500,4.5300,4.7280,4.4160,2025-01-22
1 New Zealand Dollar,2.5580,2.4650,2.4490,2.7770,2.3770,2025-01-22
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-01-22
1 Singapore Dollar,3.3270,3.2300,3.2220,3.4440,3.2240,2025-01-22
1 Sterling Pound,5.5700,5.3930,5.3730,5.6870,5.2340,2025-01-22
1 Swiss Franc,5.0070,4.7950,4.7800,5.0350,4.6070,2025-01-22
100 Bangladesh Taka,3.7720,3.5290,3.3290,N/A,N/A,2025-01-22
100 Danish Krone,64.5800,59.4400,59.2400,N/A,N/A,2025-01-22
100 Hongkong Dollar,58.5000,55.6100,55.4100,58.8400,50.5600,2025-01-22
100 Indian Rupee,5.3000,4.9700,4.7700,N/A,N/A,2025-01-22
100 Indonesian Rupiah,0.0286,0.0259,0.0209,0.0305,0.0230,2025-01-22
100 Japanese Yen,2.9000,2.8070,2.7970,3.1500,2.6600,2025-01-22
100 Norwegian Krone,40.9000,37.6400,37.4400,44.6100,28.6800,2025-01-22
100 Pakistan Rupee,1.6500,1.5400,1.3400,2.4300,1.4000,2025-01-22
100 Philippine Peso,7.8100,7.3700,7.1700,7.8800,7.4000,2025-01-22
100 Saudi Riyal,121.5400,115.3800,115.1800,120.9400,103.9000,2025-01-22
100 South Africa Rand,25.2500,22.8100,22.6100,33.2900,22.5700,2025-01-22
100 Sri Lanka Rupee,1.5600,1.4300,1.2300,1.5200,0.7200,2025-01-22
100 Swedish Krona,42.3000,38.5400,38.3400,N/A,N/A,2025-01-22
100 Thai Baht,13.8800,12.3100,11.9100,13.8400,11.7100,2025-01-22
1 US Dollar,4.5090,4.3760,4.3660,4.5800,4.3660,2025-01-22
100 UAE Dirham,124.1900,117.8000,117.6000,124.2700,115.9400,2025-01-22
100 Qatar Riyal,125.0600,118.7200,118.5200,N/A,N/A,2025-01-22
100 New Taiwan Dollar,14.9000,N/A,N/A,14.1600,12.7700,2025-01-22
100 Chinese Renminbi,62.3500,59.7300,N/A,N/A,N/A,2025-01-22
