Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9250,2.8070,2.7910,2.9580,2.7470,2024-12-04
1 BRUNEI DOLLAR,3.3650,3.2670,3.2590,3.4440,3.2470,2024-12-04
1 CANADIAN DOLLAR,3.2150,3.1290,3.1170,3.2490,3.0180,2024-12-04
1 EURO,4.7630,4.6090,4.5890,4.7780,4.4600,2024-12-04
1 NEW ZEALAND DOLLAR,2.6560,2.5580,2.5420,2.7770,2.4710,2024-12-04
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-12-04
1 SINGAPORE DOLLAR,3.3650,3.2670,3.2590,3.4440,3.2470,2024-12-04
1 POUND STERLING,5.7440,5.5620,5.5420,5.8490,5.3810,2024-12-04
1 SWISS FRANC,5.1440,4.9270,4.9120,5.1540,4.7150,2024-12-04
100 BANGLADESH TAKA,3.8720,3.6050,3.4050,N/A,N/A,2024-12-04
100 DANISH KRONER,65.4600,60.2500,60.0500,N/A,N/A,2024-12-04
100 HONGKONG DOLLAR,58.8500,55.9200,55.7200,59.0400,50.5600,2024-12-04
100 INDIAN RUPEE,5.4400,5.1100,4.9100,N/A,N/A,2024-12-04
100 INDONESIAN RUPIAH,0.0294,0.0266,0.0216,0.0305,0.0240,2024-12-04
100 JAPANESE YEN,3.0330,2.9370,2.9270,3.1500,2.7700,2024-12-04
100 NORWEGIAN KRONER,41.9400,38.5900,38.3900,44.6100,28.6800,2024-12-04
100 PAKISTAN RUPEE,1.6600,1.5600,1.3600,2.4300,1.4000,2024-12-04
100 PHILIPPINES PESO,7.8700,7.4200,7.2200,7.8800,7.3900,2024-12-04
100 SAUDI ARABIAN RIYAL,121.9700,115.7900,115.5900,121.1100,103.9000,2024-12-04
100 SOUTH AFRICAN RAND,25.8700,23.3700,23.1700,33.2900,23.0700,2024-12-04
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5700,0.7200,2024-12-04
100 SWEDISH KRONER,42.3600,38.5800,38.3800,N/A,N/A,2024-12-04
100 THAILAND BAHT,13.7900,12.2200,11.8200,13.7100,11.5900,2024-12-04
1 US DOLLAR,4.5320,4.3980,4.3880,4.5800,4.3770,2024-12-04
100 ARAB EMIRATES DIRHAM,124.8300,118.3900,118.1900,124.6300,115.9400,2024-12-04
100 QATAR RIYAL,125.7100,119.3400,119.1400,N/A,N/A,2024-12-04
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-12-04
100 CHINESE RENMINBI,62.6700,60.0300,N/A,N/A,N/A,2024-12-04
