Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9890,2.8690,2.8530,2.9800,2.7670,2024-08-12
1 BRUNEI DOLLAR,3.4080,3.3070,3.2990,3.4440,3.2710,2024-08-12
1 CANADIAN DOLLAR,3.2840,3.1950,3.1830,3.2970,3.0630,2024-08-12
1 EURO,4.9360,4.7750,4.7550,4.9200,4.5930,2024-08-12
1 NEW ZEALAND DOLLAR,2.7250,2.6230,2.6070,2.7770,2.5010,2024-08-12
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-08-12
1 SINGAPORE DOLLAR,3.4080,3.3070,3.2990,3.4440,3.2710,2024-08-12
1 POUND STERLING,5.7690,5.5860,5.5660,5.8350,5.3670,2024-08-12
1 SWISS FRANC,5.2480,5.0250,5.0100,5.2360,4.7880,2024-08-12
100 BANGLADESH TAKA,3.9240,3.6510,3.4510,N/A,N/A,2024-08-12
100 DANISH KRONER,67.8000,62.3700,62.1700,N/A,N/A,2024-08-12
100 HONGKONG DOLLAR,58.5200,55.5900,55.3900,58.3500,50.5600,2024-08-12
100 INDIAN RUPEE,5.4700,5.1300,4.9300,N/A,N/A,2024-08-12
100 INDONESIAN RUPIAH,0.0293,0.0265,0.0215,0.0305,0.0240,2024-08-12
100 JAPANESE YEN,3.0740,2.9750,2.9650,3.1500,2.8000,2024-08-12
100 NORWEGIAN KRONER,42.9000,39.4400,39.2400,44.6100,28.6800,2024-08-12
100 PAKISTAN RUPEE,1.6500,1.5400,1.3400,2.4300,1.4000,2024-08-12
100 PHILIPPINES PESO,7.9900,7.5200,7.3200,7.9700,7.4800,2024-08-12
100 SAUDI ARABIAN RIYAL,121.6300,115.4700,115.2700,120.1500,103.9000,2024-08-12
100 SOUTH AFRICAN RAND,25.5600,23.0800,22.8800,33.2900,22.6400,2024-08-12
100 SRI LANKA RUPEE,1.5500,1.4200,1.2200,1.5200,0.7200,2024-08-12
100 SWEDISH KRONER,44.3100,40.3400,40.1400,N/A,N/A,2024-08-12
100 THAILAND BAHT,13.3800,11.8600,11.4600,13.2400,11.2000,2024-08-12
1 US DOLLAR,4.5160,4.3800,4.3700,4.5800,4.3340,2024-08-12
100 ARAB EMIRATES DIRHAM,124.3900,117.8900,117.6900,123.4200,115.9400,2024-08-12
100 QATAR RIYAL,125.1900,118.8500,118.6500,N/A,N/A,2024-08-12
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7700,2024-08-12
100 CHINESE RENMINBI,63.3200,60.6300,N/A,N/A,N/A,2024-08-12
