Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,3.0080,2.8870,2.8710,3.0150,2.8010,2024-08-21
1 BRUNEI DOLLAR,3.3950,3.2960,3.2880,3.4440,3.2740,2024-08-21
1 CANADIAN DOLLAR,3.2500,3.1620,3.1500,3.2790,3.0470,2024-08-21
1 EURO,4.9380,4.7770,4.7570,4.9460,4.6180,2024-08-21
1 NEW ZEALAND DOLLAR,2.7410,2.6400,2.6240,2.7770,2.5300,2024-08-21
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-08-21
1 SINGAPORE DOLLAR,3.3950,3.2960,3.2880,3.4440,3.2740,2024-08-21
1 POUND STERLING,5.7960,5.6120,5.5920,5.8780,5.4090,2024-08-21
1 SWISS FRANC,5.2390,5.0180,5.0030,5.2370,4.7910,2024-08-21
100 BANGLADESH TAKA,3.7910,3.5290,3.3290,N/A,N/A,2024-08-21
100 DANISH KRONER,67.8400,62.4000,62.2000,N/A,N/A,2024-08-21
100 HONGKONG DOLLAR,57.5000,54.6100,54.4100,57.6100,50.5600,2024-08-21
100 INDIAN RUPEE,5.3800,5.0500,4.8500,N/A,N/A,2024-08-21
100 INDONESIAN RUPIAH,0.0297,0.0269,0.0219,0.0305,0.0240,2024-08-21
100 JAPANESE YEN,3.0590,2.9600,2.9500,3.1500,2.8000,2024-08-21
100 NORWEGIAN KRONER,43.3700,39.8600,39.6600,44.6100,28.6800,2024-08-21
100 PAKISTAN RUPEE,1.6200,1.5200,1.3200,2.4300,1.4000,2024-08-21
100 PHILIPPINES PESO,7.9500,7.4900,7.2900,7.9600,7.4700,2024-08-21
100 SAUDI ARABIAN RIYAL,119.3700,113.3200,113.1200,118.4100,103.9000,2024-08-21
100 SOUTH AFRICAN RAND,25.8100,23.3100,23.1100,33.2900,22.9700,2024-08-21
100 SRI LANKA RUPEE,1.5200,1.4000,1.2000,1.5200,0.7200,2024-08-21
100 SWEDISH KRONER,44.8100,40.7800,40.5800,N/A,N/A,2024-08-21
100 THAILAND BAHT,13.5900,12.0500,11.6500,13.5000,11.4200,2024-08-21
1 US DOLLAR,4.4450,4.3110,4.3010,4.5800,4.2730,2024-08-21
100 ARAB EMIRATES DIRHAM,122.0500,115.6700,115.4700,121.7000,115.3100,2024-08-21
100 QATAR RIYAL,122.8300,116.6000,116.4000,N/A,N/A,2024-08-21
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-08-21
100 CHINESE RENMINBI,62.5400,59.8700,N/A,N/A,N/A,2024-08-21
