Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9570,2.8380,2.8220,2.9640,2.7540,2024-11-14
1 BRUNEI DOLLAR,3.3740,3.2750,3.2670,3.4440,3.2530,2024-11-14
1 CANADIAN DOLLAR,3.2360,3.1490,3.1370,3.2650,3.0340,2024-11-14
1 EURO,4.7960,4.6400,4.6200,4.8040,4.4860,2024-11-14
1 NEW ZEALAND DOLLAR,2.6760,2.5770,2.5610,2.7770,2.4700,2024-11-14
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-14
1 SINGAPORE DOLLAR,3.3740,3.2750,3.2670,3.4440,3.2530,2024-11-14
1 POUND STERLING,5.7680,5.5850,5.5650,5.8630,5.3950,2024-11-14
1 SWISS FRANC,5.1590,4.9410,4.9260,5.1590,4.7190,2024-11-14
100 BANGLADESH TAKA,3.8730,3.6050,3.4050,N/A,N/A,2024-11-14
100 DANISH KRONER,65.9200,60.6400,60.4400,N/A,N/A,2024-11-14
100 HONGKONG DOLLAR,58.8900,55.9400,55.7400,59.0100,50.5600,2024-11-14
100 INDIAN RUPEE,5.4600,5.1200,4.9200,N/A,N/A,2024-11-14
100 INDONESIAN RUPIAH,0.0297,0.0269,0.0219,0.0305,0.0240,2024-11-14
100 JAPANESE YEN,2.9180,2.8230,2.8130,3.1500,2.6700,2024-11-14
100 NORWEGIAN KRONER,41.8000,38.4200,38.2200,44.6100,28.6800,2024-11-14
100 PAKISTAN RUPEE,1.6600,1.5600,1.3600,2.4300,1.4000,2024-11-14
100 PHILIPPINES PESO,7.8300,7.3800,7.1800,7.8400,7.3600,2024-11-14
100 SAUDI ARABIAN RIYAL,121.9900,115.8000,115.6000,121.0100,103.9000,2024-11-14
100 SOUTH AFRICAN RAND,25.7700,23.2700,23.0700,33.2900,22.9300,2024-11-14
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5500,0.7200,2024-11-14
100 SWEDISH KRONER,42.5600,38.7600,38.5600,N/A,N/A,2024-11-14
100 THAILAND BAHT,13.5500,12.0200,11.6200,13.4700,11.3900,2024-11-14
1 US DOLLAR,4.5420,4.4080,4.3980,4.5800,4.3740,2024-11-14
100 ARAB EMIRATES DIRHAM,124.8800,118.3900,118.1900,124.5300,115.9400,2024-11-14
100 QATAR RIYAL,125.7300,119.3600,119.1600,N/A,N/A,2024-11-14
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-11-14
100 CHINESE RENMINBI,63.1800,60.4800,N/A,N/A,N/A,2024-11-14
