Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9950,2.8740,2.8580,3.0020,2.7890,2024-08-30
1 BRUNEI DOLLAR,3.3610,3.2630,3.2550,3.4440,3.2410,2024-08-30
1 CANADIAN DOLLAR,3.2450,3.1570,3.1450,3.2740,3.0430,2024-08-30
1 EURO,4.8610,4.7030,4.6830,4.8690,4.5460,2024-08-30
1 NEW ZEALAND DOLLAR,2.7580,2.6550,2.6390,2.7770,2.5450,2024-08-30
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-08-30
1 SINGAPORE DOLLAR,3.3610,3.2630,3.2550,3.4440,3.2410,2024-08-30
1 POUND STERLING,5.7770,5.5900,5.5700,5.8720,5.4020,2024-08-30
1 SWISS FRANC,5.2080,4.9830,4.9680,5.2130,4.7680,2024-08-30
100 BANGLADESH TAKA,3.7430,3.4830,3.2830,N/A,N/A,2024-08-30
100 DANISH KRONER,66.8200,61.4600,61.2600,N/A,N/A,2024-08-30
100 HONGKONG DOLLAR,56.7900,53.9400,53.7400,56.9000,50.5600,2024-08-30
100 INDIAN RUPEE,5.3100,4.9800,4.7800,N/A,N/A,2024-08-30
100 INDONESIAN RUPIAH,0.0294,0.0266,0.0216,0.0305,0.0240,2024-08-30
100 JAPANESE YEN,3.0300,2.9310,2.9210,3.1500,2.7700,2024-08-30
100 NORWEGIAN KRONER,42.8200,39.3700,39.1700,44.6100,28.6800,2024-08-30
100 PAKISTAN RUPEE,1.6000,1.5000,1.3000,2.4300,1.4000,2024-08-30
100 PHILIPPINES PESO,7.9100,7.4500,7.2500,7.9200,7.4300,2024-08-30
100 SAUDI ARABIAN RIYAL,118.0200,112.0400,111.8400,117.0800,103.9000,2024-08-30
100 SOUTH AFRICAN RAND,25.5900,23.1000,22.9000,33.2900,22.7600,2024-08-30
100 SRI LANKA RUPEE,1.5000,1.3800,1.1800,1.5200,0.7200,2024-08-30
100 SWEDISH KRONER,44.2100,40.2400,40.0400,N/A,N/A,2024-08-30
100 THAILAND BAHT,13.4800,11.9500,11.5500,13.4000,11.3300,2024-08-30
1 US DOLLAR,4.3830,4.2470,4.2370,4.5800,4.2250,2024-08-30
100 ARAB EMIRATES DIRHAM,120.6800,114.3800,114.1800,120.3400,114.0200,2024-08-30
100 QATAR RIYAL,121.5000,115.3400,115.1400,N/A,N/A,2024-08-30
100 NEW TAIWAN DOLLAR,14.8000,N/A,N/A,14.1600,12.6700,2024-08-30
100 CHINESE RENMINBI,62.1400,59.4900,N/A,N/A,N/A,2024-08-30
