Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9500,2.8310,2.8150,2.9570,2.7470,2024-10-11
1 BRUNEI DOLLAR,3.3320,3.2330,3.2250,3.4440,3.2120,2024-10-11
1 CANADIAN DOLLAR,3.1620,3.0760,3.0640,3.1900,2.9640,2024-10-11
1 EURO,4.7650,4.6090,4.5890,4.7720,4.4560,2024-10-11
1 NEW ZEALAND DOLLAR,2.6640,2.5650,2.5490,2.7770,2.4590,2024-10-11
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-10-11
1 SINGAPORE DOLLAR,3.3320,3.2330,3.2250,3.4440,3.2120,2024-10-11
1 POUND STERLING,5.6920,5.5080,5.4880,5.7850,5.3220,2024-10-11
1 SWISS FRANC,5.1140,4.8950,4.8800,5.1190,4.6830,2024-10-11
100 BANGLADESH TAKA,3.7180,3.4600,3.2600,N/A,N/A,2024-10-11
100 DANISH KRONER,65.4700,60.2200,60.0200,N/A,N/A,2024-10-11
100 HONGKONG DOLLAR,56.6100,53.7600,53.5600,56.7200,50.5600,2024-10-11
100 INDIAN RUPEE,5.2700,4.9400,4.7400,N/A,N/A,2024-10-11
100 INDONESIAN RUPIAH,0.0287,0.0260,0.0210,0.0305,0.0230,2024-10-11
100 JAPANESE YEN,2.9320,2.8370,2.8270,3.1500,2.6800,2024-10-11
100 NORWEGIAN KRONER,41.5900,38.2400,38.0400,44.6100,28.6800,2024-10-11
100 PAKISTAN RUPEE,1.5900,1.4900,1.2900,2.4300,1.4000,2024-10-11
100 PHILIPPINES PESO,7.6900,7.2500,7.0500,7.7000,7.2300,2024-10-11
100 SAUDI ARABIAN RIYAL,117.1600,111.2200,111.0200,116.2300,103.9000,2024-10-11
100 SOUTH AFRICAN RAND,25.7500,23.2500,23.0500,33.2900,22.9100,2024-10-11
100 SRI LANKA RUPEE,1.5300,1.4000,1.2000,1.5200,0.7200,2024-10-11
100 SWEDISH KRONER,43.2100,39.3300,39.1300,N/A,N/A,2024-10-11
100 THAILAND BAHT,13.6000,12.0600,11.6600,13.5200,11.4300,2024-10-11
1 US DOLLAR,4.3540,4.2180,4.2080,4.5800,4.1960,2024-10-11
100 ARAB EMIRATES DIRHAM,119.8700,113.6000,113.4000,119.5300,113.2500,2024-10-11
100 QATAR RIYAL,120.6500,114.5400,114.3400,N/A,N/A,2024-10-11
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.1600,12.4400,2024-10-11
100 CHINESE RENMINBI,61.8900,59.2400,N/A,N/A,N/A,2024-10-11
