Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8360,2.7230,2.7070,2.9410,2.6420,2025-02-06
1 Brunei Dollar,3.3270,3.2300,3.2220,3.4440,3.2080,2025-02-06
1 Canadian Dollar,3.1310,3.0480,3.0360,3.1700,2.9360,2025-02-06
1 Euro,4.6740,4.5230,4.5030,4.6810,4.3720,2025-02-06
1 New Zealand Dollar,2.5630,2.4690,2.4530,2.7770,2.3660,2025-02-06
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-02-06
1 Singapore Dollar,3.3270,3.2300,3.2220,3.4440,3.2080,2025-02-06
1 Sterling Pound,5.6200,5.4420,5.4220,5.7120,5.2570,2025-02-06
1 Swiss Franc,5.0130,4.8010,4.7860,5.0180,4.5920,2025-02-06
100 Bangladesh Taka,3.7710,3.5130,3.3130,N/A,N/A,2025-02-06
100 Danish Krone,64.2200,59.1100,58.9100,N/A,N/A,2025-02-06
100 Hongkong Dollar,58.2600,55.3800,55.1800,58.3800,50.5600,2025-02-06
100 Indian Rupee,5.2200,4.9000,4.7000,N/A,N/A,2025-02-06
100 Indonesian Rupiah,0.0285,0.0258,0.0208,0.0305,0.0230,2025-02-06
100 Japanese Yen,2.9470,2.8530,2.8430,3.1500,2.6900,2025-02-06
100 Norwegian Krone,41.0600,37.7700,37.5700,44.6100,28.6800,2025-02-06
100 Pakistan Rupee,1.6400,1.5300,1.3300,2.4300,1.4000,2025-02-06
100 Philippine Peso,7.8700,7.4200,7.2200,7.8800,7.4000,2025-02-06
100 Saudi Riyal,121.0200,114.8800,114.6800,120.0100,103.9000,2025-02-06
100 South Africa Rand,25.1000,22.6600,22.4600,33.2900,22.3300,2025-02-06
100 Sri Lanka Rupee,1.5400,1.4200,1.2200,1.5200,0.7200,2025-02-06
100 Swedish Krona,42.4200,38.6400,38.4400,N/A,N/A,2025-02-06
100 Thai Baht,13.9700,12.3900,11.9900,13.8700,11.7400,2025-02-06
1 US Dollar,4.4890,4.3560,4.3460,4.5800,4.3310,2025-02-06
100 UAE Dirham,123.6300,117.2700,117.0700,123.2800,115.9400,2025-02-06
100 Qatar Riyal,124.5000,118.1900,117.9900,N/A,N/A,2025-02-06
100 New Taiwan Dollar,14.7000,N/A,N/A,14.1600,12.6000,2025-02-06
100 Chinese Renminbi,62.1400,59.5300,N/A,N/A,N/A,2025-02-06
