Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9820,2.8590,2.8430,2.9890,2.7760,2024-11-20
1 BRUNEI DOLLAR,3.3900,3.2870,3.2790,3.4440,3.2670,2024-11-20
1 CANADIAN DOLLAR,3.2450,3.1550,3.1430,3.2740,3.0410,2024-11-20
1 EURO,4.8150,4.6550,4.6350,4.8220,4.5010,2024-11-20
1 NEW ZEALAND DOLLAR,2.6940,2.5920,2.5760,2.7770,2.4850,2024-11-20
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-20
1 SINGAPORE DOLLAR,3.3900,3.2870,3.2790,3.4440,3.2670,2024-11-20
1 POUND STERLING,5.7650,5.5830,5.5630,5.8560,5.3860,2024-11-20
1 SWISS FRANC,5.1760,4.9560,4.9410,5.1800,4.7370,2024-11-20
100 BANGLADESH TAKA,3.8720,3.6020,3.4020,N/A,N/A,2024-11-20
100 DANISH KRONER,66.1700,60.8300,60.6300,N/A,N/A,2024-11-20
100 HONGKONG DOLLAR,58.8600,55.8800,55.6800,58.9800,50.5600,2024-11-20
100 INDIAN RUPEE,5.4600,5.1200,4.9200,N/A,N/A,2024-11-20
100 INDONESIAN RUPIAH,0.0296,0.0268,0.0218,0.0305,0.0240,2024-11-20
100 JAPANESE YEN,2.9330,2.8350,2.8250,3.1500,2.6800,2024-11-20
100 NORWEGIAN KRONER,42.5100,38.9400,38.7400,44.6100,28.6800,2024-11-20
100 PAKISTAN RUPEE,1.6600,1.5600,1.3600,2.4300,1.4000,2024-11-20
100 PHILIPPINES PESO,7.8100,7.3500,7.1500,7.8200,7.3400,2024-11-20
100 SAUDI ARABIAN RIYAL,122.0300,115.8400,115.6400,121.0900,103.9000,2024-11-20
100 SOUTH AFRICAN RAND,26.0400,23.5100,23.3100,33.2900,23.1000,2024-11-20
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2024-11-20
100 SWEDISH KRONER,42.8900,39.0000,38.8000,N/A,N/A,2024-11-20
100 THAILAND BAHT,13.7200,12.1600,11.7600,13.6300,11.5300,2024-11-20
1 US DOLLAR,4.5370,4.4030,4.3930,4.5800,4.3720,2024-11-20
100 ARAB EMIRATES DIRHAM,124.8600,118.2800,118.0800,124.5100,115.9400,2024-11-20
100 QATAR RIYAL,125.6100,119.2500,119.0500,N/A,N/A,2024-11-20
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.1600,12.7800,2024-11-20
100 CHINESE RENMINBI,63.0400,60.3200,N/A,N/A,N/A,2024-11-20
