Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9350,2.8180,2.8020,2.9540,2.7430,2024-09-18
1 BRUNEI DOLLAR,3.3300,3.2330,3.2250,3.4440,3.2220,2024-09-18
1 CANADIAN DOLLAR,3.1700,3.0850,3.0730,3.2120,2.9840,2024-09-18
1 EURO,4.8050,4.6500,4.6300,4.8320,4.5100,2024-09-18
1 NEW ZEALAND DOLLAR,2.6860,2.5880,2.5720,2.7770,2.4880,2024-09-18
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-09-18
1 SINGAPORE DOLLAR,3.3300,3.2330,3.2250,3.4440,3.2220,2024-09-18
1 POUND STERLING,5.6870,5.5050,5.4850,5.8040,5.3390,2024-09-18
1 SWISS FRANC,5.1360,4.9190,4.9040,5.1590,4.7190,2024-09-18
100 BANGLADESH TAKA,3.6840,3.4300,3.2300,N/A,N/A,2024-09-18
100 DANISH KRONER,66.0200,60.7500,60.5500,N/A,N/A,2024-09-18
100 HONGKONG DOLLAR,55.9200,53.1300,52.9300,56.2900,50.5600,2024-09-18
100 INDIAN RUPEE,5.2300,4.9100,4.7100,N/A,N/A,2024-09-18
100 INDONESIAN RUPIAH,0.0291,0.0263,0.0213,0.0305,0.0240,2024-09-18
100 JAPANESE YEN,3.0510,2.9540,2.9440,3.1500,2.8000,2024-09-18
100 NORWEGIAN KRONER,41.7800,38.4200,38.2200,44.6100,28.6800,2024-09-18
100 PAKISTAN RUPEE,1.5800,1.4800,1.2800,2.4300,1.4000,2024-09-18
100 PHILIPPINES PESO,7.8400,7.3900,7.1900,7.9100,7.4300,2024-09-18
100 SAUDI ARABIAN RIYAL,116.1600,110.2700,110.0700,115.7200,103.9000,2024-09-18
100 SOUTH AFRICAN RAND,25.4200,22.9600,22.7600,33.2900,22.7000,2024-09-18
100 SRI LANKA RUPEE,1.4700,1.3500,1.1500,1.5200,0.7200,2024-09-18
100 SWEDISH KRONER,43.7300,39.8200,39.6200,N/A,N/A,2024-09-18
100 THAILAND BAHT,13.4900,11.9700,11.5700,13.4500,11.3800,2024-09-18
1 US DOLLAR,4.3150,4.1810,4.1710,4.5800,4.1750,2024-09-18
100 ARAB EMIRATES DIRHAM,118.7800,112.6200,112.4200,118.9800,112.7000,2024-09-18
100 QATAR RIYAL,119.5900,113.5300,113.3300,N/A,N/A,2024-09-18
100 NEW TAIWAN DOLLAR,14.6000,N/A,N/A,14.1600,12.5100,2024-09-18
100 CHINESE RENMINBI,61.1800,58.6000,N/A,N/A,N/A,2024-09-18
