Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8470,2.7330,2.7170,2.9410,2.6510,2025-03-21
1 Brunei Dollar,3.3630,3.2660,3.2580,3.4440,3.2440,2025-03-21
1 Canadian Dollar,3.1330,3.0500,3.0380,3.1700,2.9380,2025-03-21
1 Euro,4.8820,4.7260,4.7060,4.8900,4.5670,2025-03-21
1 New Zealand Dollar,2.5980,2.5030,2.4870,2.7770,2.3980,2025-03-21
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-03-21
1 Singapore Dollar,3.3630,3.2660,3.2580,3.4440,3.2440,2025-03-21
1 Sterling Pound,5.8200,5.6370,5.6170,5.9260,5.4550,2025-03-21
1 Swiss Franc,5.1180,4.9000,4.8850,5.1320,4.6960,2025-03-21
100 Bangladesh Taka,3.7740,3.5150,3.3150,N/A,N/A,2025-03-21
100 Danish Krone,67.0900,61.7600,61.5600,N/A,N/A,2025-03-21
100 Hongkong Dollar,58.4100,55.5200,55.3200,58.5300,50.5600,2025-03-21
100 Indian Rupee,5.2900,4.9700,4.7700,N/A,N/A,2025-03-21
100 Indonesian Rupiah,0.0282,0.0255,0.0205,0.0305,0.0230,2025-03-21
100 Japanese Yen,3.0110,2.9150,2.9050,3.1500,2.7600,2025-03-21
100 Norwegian Krone,43.7200,40.2200,40.0200,44.6100,28.6800,2025-03-21
100 Pakistan Rupee,1.6300,1.5300,1.3300,2.4300,1.4000,2025-03-21
100 Philippine Peso,7.9700,7.5100,7.3100,7.9800,7.4900,2025-03-21
100 Saudi Riyal,121.1000,114.9700,114.7700,120.0900,103.9000,2025-03-21
100 South Africa Rand,25.6100,23.1300,22.9300,33.2900,22.8400,2025-03-21
100 Sri Lanka Rupee,1.5500,1.4300,1.2300,1.5200,0.7200,2025-03-21
100 Swedish Krona,45.7500,41.6100,41.4100,N/A,N/A,2025-03-21
100 Thai Baht,13.8900,12.3200,11.9200,13.8000,11.6800,2025-03-21
1 US Dollar,4.4925,4.3595,4.3495,4.5800,4.3350,2025-03-21
100 UAE Dirham,123.7300,117.3600,117.1600,123.3900,115.9400,2025-03-21
100 Qatar Riyal,124.6200,118.3000,118.1000,N/A,N/A,2025-03-21
100 New Taiwan Dollar,14.6000,N/A,N/A,14.1600,12.5500,2025-03-21
100 Chinese Renminbi,62.3900,59.7700,N/A,N/A,N/A,2025-03-21
