Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9790,2.8600,2.8440,2.9850,2.7740,2024-09-06
1 BRUNEI DOLLAR,3.3810,3.2840,3.2760,3.4440,3.2610,2024-09-06
1 CANADIAN DOLLAR,3.2520,3.1640,3.1520,3.2810,3.0490,2024-09-06
1 EURO,4.8900,4.7330,4.7130,4.8980,4.5740,2024-09-06
1 NEW ZEALAND DOLLAR,2.7460,2.6440,2.6280,2.7770,2.5350,2024-09-06
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-09-06
1 SINGAPORE DOLLAR,3.3810,3.2840,3.2760,3.4440,3.2610,2024-09-06
1 POUND STERLING,5.7980,5.6170,5.5970,5.8940,5.4240,2024-09-06
1 SWISS FRANC,5.2470,5.0250,5.0100,5.2520,4.8060,2024-09-06
100 BANGLADESH TAKA,3.7550,3.4960,3.2960,N/A,N/A,2024-09-06
100 DANISH KRONER,67.2000,61.8300,61.6300,N/A,N/A,2024-09-06
100 HONGKONG DOLLAR,56.9900,54.1500,53.9500,57.1000,50.5600,2024-09-06
100 INDIAN RUPEE,5.3200,5.0000,4.8000,N/A,N/A,2024-09-06
100 INDONESIAN RUPIAH,0.0295,0.0267,0.0217,0.0305,0.0240,2024-09-06
100 JAPANESE YEN,3.0720,2.9740,2.9640,3.1500,2.8100,2024-09-06
100 NORWEGIAN KRONER,42.4400,39.0300,38.8300,44.6100,28.6800,2024-09-06
100 PAKISTAN RUPEE,1.6100,1.5000,1.3000,2.4300,1.4000,2024-09-06
100 PHILIPPINES PESO,7.9600,7.5000,7.3000,7.9700,7.4800,2024-09-06
100 SAUDI ARABIAN RIYAL,118.3900,112.3900,112.1900,117.4200,103.9000,2024-09-06
100 SOUTH AFRICAN RAND,25.7400,23.2400,23.0400,33.2900,22.9000,2024-09-06
100 SRI LANKA RUPEE,1.5100,1.3900,1.1900,1.5200,0.7200,2024-09-06
100 SWEDISH KRONER,44.2300,40.2800,40.0800,N/A,N/A,2024-09-06
100 THAILAND BAHT,13.6800,12.1300,11.7300,13.5900,11.4900,2024-09-06
1 US DOLLAR,4.3970,4.2630,4.2530,4.5800,4.2400,2024-09-06
100 ARAB EMIRATES DIRHAM,121.0700,114.8000,114.6000,120.7300,114.4200,2024-09-06
100 QATAR RIYAL,121.9200,115.7400,115.5400,N/A,N/A,2024-09-06
100 NEW TAIWAN DOLLAR,14.8000,N/A,N/A,14.1600,12.6300,2024-09-06
100 CHINESE RENMINBI,62.3900,59.7500,N/A,N/A,N/A,2024-09-06
