Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8460,2.7320,2.7160,2.9410,2.6470,2025-03-10
1 Brunei Dollar,3.3700,3.2720,3.2640,3.4440,3.2470,2025-03-10
1 Canadian Dollar,3.1220,3.0380,3.0260,3.1700,2.9200,2025-03-10
1 Euro,4.8720,4.7150,4.6950,4.8760,4.5530,2025-03-10
1 New Zealand Dollar,2.5720,2.4770,2.4610,2.7770,2.3710,2025-03-10
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-03-10
1 Singapore Dollar,3.3700,3.2720,3.2640,3.4440,3.2470,2025-03-10
1 Sterling Pound,5.8060,5.6220,5.6020,5.8960,5.4250,2025-03-10
1 Swiss Franc,5.1450,4.9260,4.9110,5.1450,4.7080,2025-03-10
100 Bangladesh Taka,3.7720,3.5130,3.3130,N/A,N/A,2025-03-10
100 Danish Krone,66.9600,61.6200,61.4200,N/A,N/A,2025-03-10
100 Hongkong Dollar,58.3900,55.4900,55.2900,58.3600,50.5600,2025-03-10
100 Indian Rupee,5.2300,4.9100,4.7100,N/A,N/A,2025-03-10
100 Indonesian Rupiah,0.0285,0.0258,0.0208,0.0305,0.0230,2025-03-10
100 Japanese Yen,3.0470,2.9500,2.9400,3.1500,2.7800,2025-03-10
100 Norwegian Krone,42.4300,39.0400,38.8400,44.6100,28.6800,2025-03-10
100 Pakistan Rupee,1.6300,1.5300,1.3300,2.4300,1.4000,2025-03-10
100 Philippine Peso,7.9400,7.4900,7.2900,7.9200,7.4400,2025-03-10
100 Saudi Riyal,121.0200,114.8800,114.6800,119.7200,103.9000,2025-03-10
100 South Africa Rand,25.3800,22.9200,22.7200,33.2900,22.6000,2025-03-10
100 Sri Lanka Rupee,1.5600,1.4400,1.2400,1.5200,0.7200,2025-03-10
100 Swedish Krona,45.8700,41.7800,41.5800,N/A,N/A,2025-03-10
100 Thai Baht,13.9000,12.3200,11.9200,13.8000,11.6700,2025-03-10
1 US Dollar,4.4905,4.3565,4.3465,4.5800,4.3210,2025-03-10
100 UAE Dirham,123.6900,117.2800,117.0800,123.0400,115.9400,2025-03-10
100 Qatar Riyal,124.5600,118.2500,118.0500,N/A,N/A,2025-03-10
100 New Taiwan Dollar,14.7000,N/A,N/A,14.1600,12.5800,2025-03-10
100 Chinese Renminbi,62.2700,59.6500,59.6500,N/A,N/A,2025-03-10
