Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8450,2.7290,2.7130,2.9410,2.6490,2025-01-03
1 BRUNEI DOLLAR,3.3260,3.2290,3.2210,3.4440,3.2070,2025-01-03
1 CANADIAN DOLLAR,3.1590,3.0750,3.0630,3.1880,2.9630,2025-01-03
1 EURO,4.6830,4.5320,4.5120,4.6900,4.3800,2025-01-03
1 NEW ZEALAND DOLLAR,2.5600,2.4650,2.4490,2.7770,2.3630,2025-01-03
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2025-01-03
1 SINGAPORE DOLLAR,3.3260,3.2290,3.2210,3.4440,3.2070,2025-01-03
1 POUND STERLING,5.6480,5.4680,5.4480,5.7400,5.2820,2025-01-03
1 SWISS FRANC,5.0280,4.8150,4.8000,5.0330,4.6050,2025-01-03
100 BANGLADESH TAKA,3.8260,3.5640,3.3640,N/A,N/A,2025-01-03
100 DANISH KRONER,64.3500,59.2200,59.0200,N/A,N/A,2025-01-03
100 HONGKONG DOLLAR,59.1900,56.2500,56.0500,59.3100,50.5600,2025-01-03
100 INDIAN RUPEE,5.4000,5.0700,4.8700,N/A,N/A,2025-01-03
100 INDONESIAN RUPIAH,0.0291,0.0263,0.0213,0.0305,0.0240,2025-01-03
100 JAPANESE YEN,2.8990,2.8070,2.7970,3.1500,2.6500,2025-01-03
100 NORWEGIAN KRONER,41.0500,37.7500,37.5500,44.6100,28.6800,2025-01-03
100 PAKISTAN RUPEE,1.6600,1.5600,1.3600,2.4300,1.4000,2025-01-03
100 PHILIPPINES PESO,7.9700,7.5100,7.3100,7.9800,7.4900,2025-01-03
100 SAUDI ARABIAN RIYAL,122.6000,116.3800,116.1800,121.5900,103.9000,2025-01-03
100 SOUTH AFRICAN RAND,25.2100,22.7600,22.5600,33.2900,22.4300,2025-01-03
100 SRI LANKA RUPEE,1.5900,1.4700,1.2700,1.5600,0.7200,2025-01-03
100 SWEDISH KRONER,42.1400,38.3800,38.1800,N/A,N/A,2025-01-03
100 THAILAND BAHT,13.8400,12.2800,11.8800,13.7500,11.6300,2025-01-03
1 US DOLLAR,4.5540,4.4200,4.4100,4.6000,4.3950,2025-01-03
100 ARAB EMIRATES DIRHAM,125.4400,118.9700,118.7700,125.0900,115.9400,2025-01-03
100 QATAR RIYAL,126.3300,119.9200,119.7200,N/A,N/A,2025-01-03
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7700,2025-01-03
100 CHINESE RENMINBI,62.8100,60.1700,N/A,N/A,N/A,2025-01-03
