Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9160,2.7970,2.7810,2.9410,2.7270,2024-09-24
1 BRUNEI DOLLAR,3.2770,3.1820,3.1740,3.4440,3.1830,2024-09-24
1 CANADIAN DOLLAR,3.1260,3.0420,3.0300,3.1760,2.9520,2024-09-24
1 EURO,4.7070,4.5530,4.5330,4.7500,4.4350,2024-09-24
1 NEW ZEALAND DOLLAR,2.6630,2.5650,2.5490,2.7770,2.4750,2024-09-24
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-09-24
1 SINGAPORE DOLLAR,3.2770,3.1820,3.1740,3.4440,3.1830,2024-09-24
1 POUND STERLING,5.6550,5.4760,5.4560,5.7930,5.3300,2024-09-24
1 SWISS FRANC,5.0310,4.8180,4.8030,5.0730,4.6400,2024-09-24
100 BANGLADESH TAKA,3.6140,3.3640,3.1640,N/A,N/A,2024-09-24
100 DANISH KRONER,64.6800,59.5200,59.3200,N/A,N/A,2024-09-24
100 HONGKONG DOLLAR,54.8900,52.1600,51.9600,55.4600,50.5600,2024-09-24
100 INDIAN RUPEE,5.1500,4.8300,4.6300,N/A,N/A,2024-09-24
100 INDONESIAN RUPIAH,0.0288,0.0261,0.0211,0.0305,0.0240,2024-09-24
100 JAPANESE YEN,2.9500,2.8550,2.8450,3.1500,2.7200,2024-09-24
100 NORWEGIAN KRONER,41.4900,38.1600,37.9600,44.6100,28.6800,2024-09-24
100 PAKISTAN RUPEE,1.5500,1.4500,1.2500,2.4300,1.4000,2024-09-24
100 PHILIPPINES PESO,7.6700,7.2300,7.0300,7.7300,7.2600,2024-09-24
100 SAUDI ARABIAN RIYAL,113.9900,108.2100,108.0100,113.9600,103.9000,2024-09-24
100 SOUTH AFRICAN RAND,25.3100,22.8500,22.6500,33.2900,22.6600,2024-09-24
100 SRI LANKA RUPEE,1.4300,1.3100,1.1100,1.5200,0.7200,2024-09-24
100 SWEDISH KRONER,42.8100,38.9800,38.7800,N/A,N/A,2024-09-24
100 THAILAND BAHT,13.4100,11.8900,11.4900,13.4400,11.3700,2024-09-24
1 US DOLLAR,4.2340,4.1000,4.0900,4.5800,4.1110,2024-09-24
100 ARAB EMIRATES DIRHAM,116.5200,110.4700,110.2700,117.1200,110.9800,2024-09-24
100 QATAR RIYAL,117.3400,111.3900,111.1900,N/A,N/A,2024-09-24
100 NEW TAIWAN DOLLAR,14.4000,N/A,N/A,14.1600,12.2700,2024-09-24
100 CHINESE RENMINBI,60.4200,57.8500,N/A,N/A,N/A,2024-09-24
