Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9700,2.8510,2.8350,2.9840,2.7720,2024-11-22
1 BRUNEI DOLLAR,3.3660,3.2690,3.2610,3.4440,3.2540,2024-11-22
1 CANADIAN DOLLAR,3.2400,3.1530,3.1410,3.2790,3.0460,2024-11-22
1 EURO,4.7530,4.5990,4.5790,4.7740,4.4570,2024-11-22
1 NEW ZEALAND DOLLAR,2.6570,2.5600,2.5440,2.7770,2.4660,2024-11-22
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-22
1 SINGAPORE DOLLAR,3.3660,3.2690,3.2610,3.4440,3.2540,2024-11-22
1 POUND STERLING,5.7130,5.5320,5.5120,5.8240,5.3580,2024-11-22
1 SWISS FRANC,5.1470,4.9300,4.9150,5.1680,4.7270,2024-11-22
100 BANGLADESH TAKA,3.8710,3.6050,3.4050,N/A,N/A,2024-11-22
100 DANISH KRONER,65.3200,60.1200,59.9200,N/A,N/A,2024-11-22
100 HONGKONG DOLLAR,58.8500,55.9300,55.7300,59.1500,50.5600,2024-11-22
100 INDIAN RUPEE,5.4500,5.1200,4.9200,N/A,N/A,2024-11-22
100 INDONESIAN RUPIAH,0.0295,0.0267,0.0217,0.0305,0.0240,2024-11-22
100 JAPANESE YEN,2.9390,2.8450,2.8350,3.1500,2.7000,2024-11-22
100 NORWEGIAN KRONER,42.0500,38.6900,38.4900,44.6100,28.6800,2024-11-22
100 PAKISTAN RUPEE,1.6600,1.5500,1.3500,2.4300,1.4000,2024-11-22
100 PHILIPPINES PESO,7.8000,7.3500,7.1500,7.8300,7.3500,2024-11-22
100 SAUDI ARABIAN RIYAL,122.0400,115.8500,115.6500,121.4300,103.9000,2024-11-22
100 SOUTH AFRICAN RAND,25.9900,23.4600,23.2600,33.2900,23.1000,2024-11-22
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5700,0.7200,2024-11-22
100 SWEDISH KRONER,42.2600,38.4900,38.2900,N/A,N/A,2024-11-22
100 THAILAND BAHT,13.6100,12.0800,11.6800,13.5800,11.4800,2024-11-22
1 US DOLLAR,4.5315,4.3975,4.3875,4.5800,4.3860,2024-11-22
100 ARAB EMIRATES DIRHAM,124.8100,118.3700,118.1700,124.8700,115.9400,2024-11-22
100 QATAR RIYAL,125.6400,119.2700,119.0700,N/A,N/A,2024-11-22
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.1600,12.7800,2024-11-22
100 CHINESE RENMINBI,62.9500,60.3100,N/A,N/A,N/A,2024-11-22
