Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9780,2.8590,2.8430,2.9680,2.7570,2024-11-07
1 BRUNEI DOLLAR,3.3640,3.2660,3.2580,3.4440,3.2390,2024-11-07
1 CANADIAN DOLLAR,3.2190,3.1330,3.1210,3.2410,3.0110,2024-11-07
1 EURO,4.8160,4.6600,4.6400,4.8240,4.5040,2024-11-07
1 NEW ZEALAND DOLLAR,2.6860,2.5880,2.5720,2.7770,2.4650,2024-11-07
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-07
1 SINGAPORE DOLLAR,3.3640,3.2660,3.2580,3.4440,3.2390,2024-11-07
1 POUND STERLING,5.7920,5.6100,5.5900,5.8790,5.4080,2024-11-07
1 SWISS FRANC,5.1500,4.9330,4.9180,5.1550,4.7150,2024-11-07
100 BANGLADESH TAKA,3.8270,3.5640,3.3640,N/A,N/A,2024-11-07
100 DANISH KRONER,66.1800,60.9100,60.7100,N/A,N/A,2024-11-07
100 HONGKONG DOLLAR,58.2500,55.3500,55.1500,58.3900,50.5600,2024-11-07
100 INDIAN RUPEE,5.4100,5.0700,4.8700,N/A,N/A,2024-11-07
100 INDONESIAN RUPIAH,0.0294,0.0266,0.0216,0.0305,0.0240,2024-11-07
100 JAPANESE YEN,2.9050,2.8120,2.8020,3.1500,2.6600,2024-11-07
100 NORWEGIAN KRONER,41.6200,38.2900,38.0900,44.6100,28.6800,2024-11-07
100 PAKISTAN RUPEE,1.6400,1.5400,1.3400,2.4300,1.4000,2024-11-07
100 PHILIPPINES PESO,7.7400,7.2900,7.0900,7.7500,7.2800,2024-11-07
100 SAUDI ARABIAN RIYAL,120.5900,114.4800,114.2800,119.6800,103.9000,2024-11-07
100 SOUTH AFRICAN RAND,26.3600,23.8000,23.6000,33.2900,23.1000,2024-11-07
100 SRI LANKA RUPEE,1.5700,1.4500,1.2500,1.5300,0.7200,2024-11-07
100 SWEDISH KRONER,42.6300,38.8300,38.6300,N/A,N/A,2024-11-07
100 THAILAND BAHT,13.6200,12.0900,11.6900,13.5300,11.4500,2024-11-07
1 US DOLLAR,4.4810,4.3470,4.3370,4.5800,4.3240,2024-11-07
100 ARAB EMIRATES DIRHAM,123.4100,117.0300,116.8300,123.1400,115.9400,2024-11-07
100 QATAR RIYAL,124.2700,117.9700,117.7700,N/A,N/A,2024-11-07
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-11-07
100 CHINESE RENMINBI,62.8400,60.1900,N/A,N/A,N/A,2024-11-07
