Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8530,2.7360,2.7200,2.9410,2.6560,2025-01-20
1 Brunei Dollar,3.3430,3.2450,3.2370,3.4440,3.2230,2025-01-20
1 Canadian Dollar,3.1580,3.0730,3.0610,3.1860,2.9610,2025-01-20
1 Euro,4.7100,4.5560,4.5360,4.7170,4.4050,2025-01-20
1 New Zealand Dollar,2.5690,2.4740,2.4580,2.7770,2.3710,2025-01-20
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-01-20
1 Singapore Dollar,3.3430,3.2450,3.2370,3.4440,3.2230,2025-01-20
1 Sterling Pound,5.5790,5.3990,5.3790,5.6710,5.2170,2025-01-20
1 Swiss Franc,5.0360,4.8210,4.8060,5.0410,4.6120,2025-01-20
100 Bangladesh Taka,3.8420,3.5770,3.3770,N/A,N/A,2025-01-20
100 Danish Krone,64.7200,59.5300,59.3300,N/A,N/A,2025-01-20
100 Hongkong Dollar,59.3800,56.4100,56.2100,59.5000,50.5600,2025-01-20
100 Indian Rupee,5.3700,5.0400,4.8400,N/A,N/A,2025-01-20
100 Indonesian Rupiah,0.0289,0.0262,0.0212,0.0305,0.0230,2025-01-20
100 Japanese Yen,2.9330,2.8380,2.8280,3.1500,2.6800,2025-01-20
100 Norwegian Krone,41.1200,37.7600,37.5600,44.6100,28.6800,2025-01-20
100 Pakistan Rupee,1.6700,1.5600,1.3600,2.4300,1.4000,2025-01-20
100 Philippine Peso,7.9300,7.4700,7.2700,7.9300,7.4500,2025-01-20
100 Saudi Riyal,123.2300,116.9900,116.7900,122.2400,103.9000,2025-01-20
100 South Africa Rand,25.2900,22.8300,22.6300,33.2900,22.4900,2025-01-20
100 Sri Lanka Rupee,1.5800,1.4600,1.2600,1.5500,0.7200,2025-01-20
100 Swedish Krona,42.2200,38.4300,38.2300,N/A,N/A,2025-01-20
100 Thai Baht,13.8700,12.3000,11.9000,13.7800,11.6600,2025-01-20
1 US Dollar,4.5730,4.4370,4.4270,4.6200,4.4130,2025-01-20
100 UAE Dirham,125.9700,119.4200,119.2200,125.6200,115.9400,2025-01-20
100 Qatar Riyal,126.8100,120.3900,120.1900,N/A,N/A,2025-01-20
100 New Taiwan Dollar,14.9000,N/A,N/A,14.1600,12.7800,2025-01-20
100 Chinese Renminbi,62.8600,60.1900,N/A,N/A,N/A,2025-01-20
