Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8980,2.7780,2.7620,2.9410,2.6970,2024-12-12
1 BRUNEI DOLLAR,3.3460,3.2460,3.2380,3.4440,3.2250,2024-12-12
1 CANADIAN DOLLAR,3.1760,3.0880,3.0760,3.2040,2.9770,2024-12-12
1 EURO,4.7290,4.5720,4.5520,4.7360,4.4210,2024-12-12
1 NEW ZEALAND DOLLAR,2.6180,2.5190,2.5030,2.7770,2.4150,2024-12-12
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-12-12
1 SINGAPORE DOLLAR,3.3460,3.2460,3.2380,3.4440,3.2250,2024-12-12
1 POUND STERLING,5.7480,5.5590,5.5390,5.8420,5.3730,2024-12-12
1 SWISS FRANC,5.1230,4.9000,4.8850,5.1280,4.6890,2024-12-12
100 BANGLADESH TAKA,3.8400,3.5730,3.3730,N/A,N/A,2024-12-12
100 DANISH KRONER,65.0000,59.7600,59.5600,N/A,N/A,2024-12-12
100 HONGKONG DOLLAR,58.4400,55.4900,55.2900,58.5500,50.5600,2024-12-12
100 INDIAN RUPEE,5.3900,5.0500,4.8500,N/A,N/A,2024-12-12
100 INDONESIAN RUPIAH,0.0292,0.0264,0.0214,0.0305,0.0240,2024-12-12
100 JAPANESE YEN,2.9570,2.8590,2.8490,3.1500,2.7000,2024-12-12
100 NORWEGIAN KRONER,41.4500,38.1000,37.9000,44.6100,28.6800,2024-12-12
100 PAKISTAN RUPEE,1.6400,1.5400,1.3400,2.4300,1.4000,2024-12-12
100 PHILIPPINES PESO,7.8200,7.3600,7.1600,7.8300,7.3500,2024-12-12
100 SAUDI ARABIAN RIYAL,120.9000,114.7800,114.5800,119.9600,103.9000,2024-12-12
100 SOUTH AFRICAN RAND,26.3700,23.8000,23.6000,33.2900,23.1000,2024-12-12
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5500,0.7200,2024-12-12
100 SWEDISH KRONER,42.3000,38.4800,38.2800,N/A,N/A,2024-12-12
100 THAILAND BAHT,13.8900,12.3000,11.9000,13.8000,11.6700,2024-12-12
1 US DOLLAR,4.4960,4.3580,4.3480,4.5800,4.3360,2024-12-12
100 ARAB EMIRATES DIRHAM,123.8300,117.3200,117.1200,123.4900,115.9400,2024-12-12
100 QATAR RIYAL,124.6400,118.3200,118.1200,N/A,N/A,2024-12-12
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7500,2024-12-12
100 CHINESE RENMINBI,62.3300,59.6400,N/A,N/A,N/A,2024-12-12
