Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8640,2.7430,2.7270,2.9410,2.6640,2024-12-24
1 BRUNEI DOLLAR,3.3600,3.2560,3.2480,3.4440,3.2370,2024-12-24
1 CANADIAN DOLLAR,3.1680,3.0790,3.0670,3.1960,2.9680,2024-12-24
1 EURO,4.7500,4.5890,4.5690,4.7570,4.4390,2024-12-24
1 NEW ZEALAND DOLLAR,2.5840,2.4840,2.4680,2.7770,2.3830,2024-12-24
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-12-24
1 SINGAPORE DOLLAR,3.3600,3.2560,3.2480,3.4440,3.2370,2024-12-24
1 POUND STERLING,5.7230,5.5320,5.5120,5.8170,5.3480,2024-12-24
1 SWISS FRANC,5.1100,4.8840,4.8690,5.1150,4.6750,2024-12-24
100 BANGLADESH TAKA,3.8970,3.6230,3.4230,N/A,N/A,2024-12-24
100 DANISH KRONER,65.2600,59.9700,59.7700,N/A,N/A,2024-12-24
100 HONGKONG DOLLAR,59.3300,56.3000,56.1000,59.4500,50.5600,2024-12-24
100 INDIAN RUPEE,5.4500,5.1100,4.9100,N/A,N/A,2024-12-24
100 INDONESIAN RUPIAH,0.0292,0.0264,0.0214,0.0305,0.0240,2024-12-24
100 JAPANESE YEN,2.9040,2.8060,2.7960,3.1500,2.6500,2024-12-24
100 NORWEGIAN KRONER,41.2000,37.8200,37.6200,44.6100,28.6800,2024-12-24
100 PAKISTAN RUPEE,1.6700,1.5600,1.3600,2.4300,1.4000,2024-12-24
100 PHILIPPINES PESO,7.9100,7.4400,7.2400,7.9100,7.4300,2024-12-24
100 SAUDI ARABIAN RIYAL,122.6800,116.4600,116.2600,121.7900,103.9000,2024-12-24
100 SOUTH AFRICAN RAND,25.5000,23.0100,22.8100,33.2900,22.6700,2024-12-24
100 SRI LANKA RUPEE,1.5800,1.4500,1.2500,1.5400,0.7200,2024-12-24
100 SWEDISH KRONER,42.5900,38.7100,38.5100,N/A,N/A,2024-12-24
100 THAILAND BAHT,13.9000,12.3000,11.9000,13.8100,11.6700,2024-12-24
1 US DOLLAR,4.5610,4.4200,4.4100,4.6070,4.3990,2024-12-24
100 ARAB EMIRATES DIRHAM,125.6500,118.9600,118.7600,125.3000,115.9400,2024-12-24
100 QATAR RIYAL,126.4200,120.0200,119.8200,N/A,N/A,2024-12-24
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-12-24
100 CHINESE RENMINBI,62.9200,60.1800,N/A,N/A,N/A,2024-12-24
