Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,3.1140,2.9910,2.9750,3.1220,2.8850,2024-07-26
1 BRUNEI DOLLAR,3.5220,3.4220,3.4140,3.5230,3.2770,2024-07-26
1 CANADIAN DOLLAR,3.4210,3.3300,3.3180,3.4510,3.1170,2024-07-26
1 EURO,5.1430,4.9790,4.9590,5.1260,4.5620,2024-07-26
1 NEW ZEALAND DOLLAR,2.7980,2.6950,2.6790,2.8090,2.5680,2024-07-26
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-07-26
1 SINGAPORE DOLLAR,3.5220,3.4220,3.4140,3.5230,3.2770,2024-07-26
1 POUND STERLING,6.0930,5.9010,5.8810,6.1330,5.3220,2024-07-26
1 SWISS FRANC,5.4110,5.1820,5.1670,5.4170,4.9560,2024-07-26
100 BANGLADESH TAKA,4.1110,3.8280,3.6280,N/A,N/A,2024-07-26
100 DANISH KRONER,70.6400,65.0200,64.8200,N/A,N/A,2024-07-26
100 HONGKONG DOLLAR,61.2600,58.2300,58.0300,61.3800,50.5600,2024-07-26
100 INDIAN RUPEE,5.7400,5.3900,5.1900,N/A,N/A,2024-07-26
100 INDONESIAN RUPIAH,0.0301,0.0273,0.0223,0.0305,0.0240,2024-07-26
100 JAPANESE YEN,3.0850,2.9870,2.9770,3.2600,2.8200,2024-07-26
100 NORWEGIAN KRONER,44.0600,40.5300,40.3300,44.6100,28.6800,2024-07-26
100 PAKISTAN RUPEE,1.7300,1.6200,1.4200,2.4300,1.4000,2024-07-26
100 PHILIPPINES PESO,8.2000,7.7200,7.5200,8.2000,7.6500,2024-07-26
100 SAUDI ARABIAN RIYAL,127.5400,121.0800,120.8800,126.4800,103.9000,2024-07-26
100 SOUTH AFRICAN RAND,26.7300,24.1400,23.9400,33.2900,23.1000,2024-07-26
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2024-07-26
100 SWEDISH KRONER,45.1200,41.0900,40.8900,N/A,N/A,2024-07-26
100 THAILAND BAHT,13.6500,12.1100,11.7100,13.5600,11.4700,2024-07-26
1 US DOLLAR,4.7290,4.5950,4.5850,4.7370,4.5680,2024-07-26
100 ARAB EMIRATES DIRHAM,130.3300,123.6200,123.4200,129.9600,115.9400,2024-07-26
100 QATAR RIYAL,131.2100,124.5600,124.3600,N/A,N/A,2024-07-26
100 NEW TAIWAN DOLLAR,15.5000,N/A,N/A,14.5800,12.7800,2024-07-26
100 CHINESE RENMINBI,65.8700,63.1100,N/A,N/A,N/A,2024-07-26
